id_carte,code_set,numero,nom_fr,nom_en,type_carte,rarete,element,hp,talent_nom_fr,talent_effet_fr,attaque1_nom_fr,attaque1_cout,attaque1_degats,attaque1_effet_fr,attaque2_nom_fr,attaque2_cout,attaque2_degats,attaque2_effet_fr,faiblesse,retraite,illustrateur,image_url,source
PKT-A2a-023,A2a,23,Palkia Forme Originelle,Origin Forme Palkia,pokemon,diamant,eau,120,,,Zone d'Impact,eau|eau|eau,60,"Lancez une pièce. Si c'est face, cette attaque inflige 60 dégâts de plus.",,,,,electrique,2,toriyufu,https://assets.tcgdex.net/fr/tcgp/A2a/023,pokekalos
PKT-A2a-024,A2a,24,Phione,Phione,pokemon,diamant,eau,60,,,Vibraqua,eau|eau,40,Le Pokémon Actif de votre adversaire est maintenant Endormi.,,,,,electrique,1,AKIRA EGAWA,https://assets.tcgdex.net/fr/tcgp/A2a/024,pokekalos
PKT-A2a-025,A2a,25,Pikachu,Pikachu,pokemon,diamant,electrique,60,,,Étincelle,electrique,10,Cette attaque inflige aussi 10 dégâts à un des Pokémon de Banc de votre adversaire.,,,,,combat,1,MAHOU,https://assets.tcgdex.net/fr/tcgp/A2a/025,pokekalos
PKT-A2a-026,A2a,26,Raichu,Raichu,pokemon,diamant,electrique,90,Lien Protection,"Si vous avez Arceus ou Arceus-ex en jeu, ce Pokémon subit −30 dégâts provenant des attaques.",Étincelle,electrique|electrique,40,Cette attaque inflige aussi 20 dégâts à un des Pokémon de Banc de votre adversaire.,,,,,combat,1,Nisota Niso,https://assets.tcgdex.net/fr/tcgp/A2a/026,pokekalos
PKT-A2a-027,A2a,27,Dynavolt,Electrike,pokemon,diamant,electrique,60,,,Coup de Pied Ravageur,electrique,20,,,,,,combat,1,Shin Nagasawa,https://assets.tcgdex.net/fr/tcgp/A2a/027,pokekalos
PKT-A2a-028,A2a,28,Élecsprint,Manectric,pokemon,diamant,electrique,90,,,Flash,electrique,40,"Pendant le prochain tour de votre adversaire, si le Pokémon Défenseur essaie d'utiliser une attaque, votre adversaire lance une pièce. Si c'est pile, l'attaque n'est pas lancée.",,,,,combat,1,match,https://assets.tcgdex.net/fr/tcgp/A2a/028,pokekalos
PKT-A2a-029,A2a,29,Mélofée,Clefairy,pokemon,diamant,psy,60,,,Claque,psy|incolore,30,,,,,,metal,1,rika,https://assets.tcgdex.net/fr/tcgp/A2a/029,pokekalos
PKT-A2a-030,A2a,30,Mélodelfe,Clefable,pokemon,diamant,psy,100,,,Pouvoir Lunaire,psy|incolore|incolore,60,"Pendant le prochain tour de votre adversaire, les attaques utilisées par le Pokémon Défenseur infligent − 30 dégâts.",,,,,metal,2,sui,https://assets.tcgdex.net/fr/tcgp/A2a/030,pokekalos
PKT-A2a-031,A2a,31,Fantominus,Gastly,pokemon,diamant,psy,50,,,Étonnement,incolore,,"Lancez une pièce. Si c'est face, votre adversaire montre une carte de sa main au hasard, puis la mélange avec son deck.",,,,,obscurite,1,Yuu Nishida,https://assets.tcgdex.net/fr/tcgp/A2a/031,pokekalos
PKT-A2a-032,A2a,32,Spectrum,Haunter,pokemon,diamant,psy,80,,,Murmure,psy|psy,40,,,,,,obscurite,1,Eri Yamaki,https://assets.tcgdex.net/fr/tcgp/A2a/032,pokekalos
PKT-A2a-033,A2a,33,Ectoplasma,Gengar,pokemon,diamant,psy,140,,,Hypnoblast,psy|psy,70,Le Pokémon Actif de votre adversaire est maintenant Endormi.,,,,,obscurite,1,Midori Harada,https://assets.tcgdex.net/fr/tcgp/A2a/033,pokekalos
PKT-A2a-034,A2a,34,Zarbi,Unown,pokemon,diamant,psy,60,CHECK,"Une fois pendant votre tour, vous pouvez choisir l'un des joueurs. Regardez une carte du dessus du deck de ce joueur.",Puissance Cachée,incolore,20,,,,,,obscurite,1,Tetsu Kayama,https://assets.tcgdex.net/fr/tcgp/A2a/034,pokekalos
PKT-A2a-035,A2a,35,Motisma,Rotom,pokemon,diamant,psy,70,Lien Vitesse,"Si vous avez Arceus ou Arceus-ex en jeu, ce Pokémon n'a aucun Coût de Retraite.",Attaque Brusque,incolore,,Cette attaque inflige 20 dégâts à un des Pokémon de Banc de votre adversaire.,,,,,obscurite,1,Anesaki Dynamic,https://assets.tcgdex.net/fr/tcgp/A2a/035,pokekalos
PKT-A2a-036,A2a,36,Simularbre,Sudowoodo,pokemon,diamant,combat,80,,,Coup d’Boule Combatif,combat,20,"Si le Pokémon Actif de votre adversaire est un Pokémon- <em>ex</em> , cette attaque inflige 30 dégâts supplémentaires.",,,,,plante,2,Tomokazu Komiya,https://assets.tcgdex.net/fr/tcgp/A2a/036,pokekalos
PKT-A2a-037,A2a,37,Phanpy,Phanpy,pokemon,diamant,combat,60,,,Roulade,combat,20,,,,,,plante,2,Asako Ito,https://assets.tcgdex.net/fr/tcgp/A2a/037,pokekalos
PKT-A2a-038,A2a,38,Donphan,Donphan,pokemon,diamant,combat,120,,,Tournis Roulis,combat|combat|combat,60,"Pendant votre prochain tour, l'attaque Tournis Roulis de ce Pokémon inflige +60 dégâts.",,,,,plante,3,Shin Nagasawa,https://assets.tcgdex.net/fr/tcgp/A2a/038,pokekalos
PKT-A2a-039,A2a,39,Embrylex,Larvitar,pokemon,diamant,combat,60,,,Poing Tire-Bouchon,combat|incolore,30,,,,,,plante,1,Yukiko Baba,https://assets.tcgdex.net/fr/tcgp/A2a/039,pokekalos
PKT-A2a-040,A2a,40,Ymphect,Pupitar,pokemon,diamant,combat,80,,,Attaque Rapide,combat|incolore|incolore,50,,,,,,plante,1,match,https://assets.tcgdex.net/fr/tcgp/A2a/040,pokekalos
PKT-A2a-041,A2a,41,Tyranocif,Tyranitar,pokemon,diamant,combat,160,Lien Puissance,"Si vous avez Arceus ou Arceus-ex en jeu, les attaques utilisées par ce Pokémon infligent +30 dégâts au Pokémon Actif de votre adversaire.",Écras'Terre,combat|combat|combat|incolore,130,,,,,,plante,4,kawayoo,https://assets.tcgdex.net/fr/tcgp/A2a/041,pokekalos
PKT-A2a-042,A2a,42,Tarinor,Nosepass,pokemon,diamant,combat,80,,,Charge,incolore,10,,,,,,plante,3,Satoshi Shirai,https://assets.tcgdex.net/fr/tcgp/A2a/042,pokekalos
PKT-A2a-043,A2a,43,Méditikka,Meditite,pokemon,diamant,combat,60,,,Koud’Pied,combat,20,,,,,,psy,1,Mina Nakai,https://assets.tcgdex.net/fr/tcgp/A2a/043,pokekalos
PKT-A2a-044,A2a,44,Charmina,Medicham,pokemon,diamant,combat,100,,,Coup d’Ergots,combat,80,"Lancez une pièce. Si c'est pile, cette attaque ne fait rien.",,,,,psy,1,Tetsu Kayama,https://assets.tcgdex.net/fr/tcgp/A2a/044,pokekalos
PKT-A2a-045,A2a,45,Griknot,Gible,pokemon,diamant,combat,60,,,Charge,combat,20,,,,,,plante,1,Kyoko Umemoto,https://assets.tcgdex.net/fr/tcgp/A2a/045,pokekalos
PKT-A2a-046,A2a,46,Carmache,Gabite,pokemon,diamant,combat,80,,,Faucille Acérée,combat,30,,,,,,plante,1,Sumiyoshi Kizuki,https://assets.tcgdex.net/fr/tcgp/A2a/046,pokekalos
PKT-A2a-047,A2a,47,Carchacrok-ex,Garchomp ex,pokemon,diamant,combat,170,,,Attaque Linéaire,combat,,Cette attaque inflige 50 dégâts à l'un des Pokémon de votre adversaire.,Draco-Griffe,combat|combat|incolore,100,,plante,1,PLANETA CG Works,https://assets.tcgdex.net/fr/tcgp/A2a/047,pokekalos
PKT-A2a-048,A2a,48,Nosferapti,Zubat,pokemon,diamant,obscurite,50,,,Morsure,obscurite,20,,,,,,combat,1,Sekio,https://assets.tcgdex.net/fr/tcgp/A2a/048,pokekalos
PKT-A2a-049,A2a,49,Nosferalto,Golbat,pokemon,diamant,obscurite,80,,,Morsure,obscurite,30,,,,,,combat,1,Kyoko Umemoto,https://assets.tcgdex.net/fr/tcgp/A2a/049,pokekalos
PKT-A2a-050,A2a,50,Nostenfer,Crobat,pokemon,diamant,obscurite,110,Lien Malice,"Une fois pendant votre tour, si vous avez Arceus ou Arceus-ex en jeu, vous pouvez infliger 30 dégâts au Pokémon Actif de votre adversaire.",Croc Obscur,obscurite,50,,,,,,combat,0,AKIRA EGAWA,https://assets.tcgdex.net/fr/tcgp/A2a/050,pokekalos
PKT-A2a-051,A2a,51,Cradopaud,Croagunk,pokemon,diamant,obscurite,60,,,Bataille,obscurite,20,,,,,,combat,1,SATOSHI NAKAI,https://assets.tcgdex.net/fr/tcgp/A2a/051,pokekalos
PKT-A2a-052,A2a,52,Coatox,Toxicroak,pokemon,diamant,obscurite,100,,,Toxik,obscurite,,Le Pokémon Actif de votre adversaire est maintenant Empoisonné. Infligez 20 dégâts à ce Pokémon au lieu de la quantité habituelle pour cet État Spécial.,,,,,combat,1,Souichirou Gunjima,https://assets.tcgdex.net/fr/tcgp/A2a/052,pokekalos
PKT-A2a-053,A2a,53,Magnéti,Magnemite,pokemon,diamant,metal,60,,,Charge,metal,20,,,,,,feu,1,OKACHEKE,https://assets.tcgdex.net/fr/tcgp/A2a/053,pokekalos
PKT-A2a-054,A2a,54,Magnéton,Magneton,pokemon,diamant,metal,90,,,Attaque Qui Roule,metal|incolore,30,,,,,,feu,2,Souichirou Gunjima,https://assets.tcgdex.net/fr/tcgp/A2a/054,pokekalos
PKT-A2a-055,A2a,55,Magnézone,Magnezone,pokemon,diamant,metal,140,Lien Protection,"Si vous avez Arceus ou Arceus-ex en jeu, ce Pokémon subit −30 dégâts provenant des attaques.",Puissant Rayon,metal|metal|incolore,80,,,,,,feu,2,toriyufu,https://assets.tcgdex.net/fr/tcgp/A2a/055,pokekalos
PKT-A2a-056,A2a,56,Mysdibule,Mawile,pokemon,diamant,metal,70,,,Broyeur d'Acier,incolore,20,"Si le Pokémon Actif de votre adversaire est un Pokémon Métal, cette attaque inflige 30 dégâts supplémentaires.",,,,,feu,1,tetsuya koizumi,https://assets.tcgdex.net/fr/tcgp/A2a/056,pokekalos
PKT-A2a-057,A2a,57,Tarinorme-ex,Probopass ex,pokemon,diamant,metal,160,,,Unité Défensive,metal|metal|incolore,90,"Pendant le prochain tour de votre adversaire, ce Pokémon subit − 20 dégâts provenant des attaques.",,,,,feu,3,PLANETA Tsuji,https://assets.tcgdex.net/fr/tcgp/A2a/057,pokekalos
PKT-A2a-058,A2a,58,Archéomire,Bronzor,pokemon,diamant,metal,60,,,Collision,incolore,10,,,,,,feu,1,Akira Komayama,https://assets.tcgdex.net/fr/tcgp/A2a/058,pokekalos
PKT-A2a-059,A2a,59,Archéodong,Bronzong,pokemon,diamant,metal,120,,,Psyko,incolore|incolore|incolore,50,Cette attaque inflige 20 dégâts de plus pour chaque Énergie attachée au Pokémon Actif de votre adversaire.,,,,,feu,3,Naoki Saito,https://assets.tcgdex.net/fr/tcgp/A2a/059,pokekalos
PKT-A2a-060,A2a,60,Dialga Forme Originelle,Origin Forme Dialga,pokemon,diamant,metal,120,,,Compression Temporelle,metal|metal|incolore,100,"Lancez une pièce. Si c'est pile, ce Pokémon ne peut pas attaquer pendant votre prochain tour.",,,,,feu,2,akagi,https://assets.tcgdex.net/fr/tcgp/A2a/060,pokekalos
PKT-A2a-061,A2a,61,Giratina,Giratina,pokemon,diamant,dragon,120,,,Plongeon Critique,plante|psy|incolore,120,Défaussez 2 Énergies au hasard de ce Pokémon.,,,,,type-inconnu-0,3,Shin Nagasawa,https://assets.tcgdex.net/fr/tcgp/A2a/061,pokekalos
PKT-A2a-062,A2a,62,Évoli,Eevee,pokemon,diamant,incolore,60,,,Queue Battoir,incolore|incolore,30,,,,,,combat,1,Naoyo Kimura,https://assets.tcgdex.net/fr/tcgp/A2a/062,pokekalos
PKT-A2a-063,A2a,63,Ronflex,Snorlax,pokemon,diamant,incolore,140,,,Effondrement,incolore|incolore|incolore|incolore,100,Ce Pokémon est maintenant Endormi.,,,,,combat,4,burari,https://assets.tcgdex.net/fr/tcgp/A2a/063,pokekalos
PKT-A2a-064,A2a,64,Hoothoot,Hoothoot,pokemon,diamant,incolore,60,,,Picpic,incolore,20,,,,,,electrique,1,Sumiyoshi Kizuki,https://assets.tcgdex.net/fr/tcgp/A2a/064,pokekalos
PKT-A2a-065,A2a,65,Noarfang,Noctowl,pokemon,diamant,incolore,100,,,Aile Silencieuse,incolore|incolore,50,Votre adversaire dévoile sa main.,,,,,electrique,1,DOM,https://assets.tcgdex.net/fr/tcgp/A2a/065,pokekalos
PKT-A2a-066,A2a,66,Étourmi,Starly,pokemon,diamant,incolore,60,,,Glissement,incolore,20,,,,,,electrique,1,Apios,https://assets.tcgdex.net/fr/tcgp/A2a/066,pokekalos
PKT-A2a-067,A2a,67,Étourvol,Staravia,pokemon,diamant,incolore,80,,,Cru-Ailes,incolore,30,,,,,,electrique,1,Masakazu Fukuda,https://assets.tcgdex.net/fr/tcgp/A2a/067,pokekalos
PKT-A2a-068,A2a,68,Étouraptor,Staraptor,pokemon,diamant,incolore,150,,,Rapace,incolore|incolore|incolore,130,Ce Pokémon s'inflige aussi 20 dégâts.,,,,,electrique,2,Minahamu,https://assets.tcgdex.net/fr/tcgp/A2a/068,pokekalos
PKT-A2a-069,A2a,69,Shaymin,Shaymin,pokemon,diamant,incolore,70,Soutien Céleste,"Tant que ce Pokémon est sur votre Banc, le Coût de Retraite de votre Pokémon de base Actif est diminué de 1.",Battement,incolore|incolore,30,,,,,,electrique,1,Mizue,https://assets.tcgdex.net/fr/tcgp/A2a/069,pokekalos
PKT-A2a-070,A2a,70,Arceus,Arceus,pokemon,diamant,incolore,120,,,Violente Déflagration,incolore|incolore|incolore|incolore,100,Défaussez une Énergie au hasard de ce Pokémon.,,,,,combat,2,Nurikabe,https://assets.tcgdex.net/fr/tcgp/A2a/070,pokekalos
PKT-A2a-071,A2a,71,Arceus-ex,Arceus ex,pokemon,diamant,incolore,140,Éclat de Légende,Ce Pokémon ne peut être affecté par aucun État Spécial.,Pouvoir Ultime,incolore|incolore|incolore,70,Cette attaque inflige 20 dégâts supplémentaires pour chacun de vos Pokémon de Banc.,,,,,combat,2,PLANETA CG Works,https://assets.tcgdex.net/fr/tcgp/A2a/071,pokekalos
PKT-A2a-072,A2a,72,Nacchara,Irida,dresseur-supporter,diamant,,,,,,,,Soignez 40 dégâts de chacun de vos Pokémon auquel de l'Énergie Eau est attachée.,,,,,,0,Atsushi Furusawa,https://assets.tcgdex.net/fr/tcgp/A2a/072,pokekalos
PKT-A2a-073,A2a,73,Doyenne de Célestia,Celestic Town Elder,dresseur-supporter,diamant,,,,,,,,Ajoutez au hasard à votre main un Pokémon de base de votre pile de défausse.,,,,,,0,Yuu Nishida,https://assets.tcgdex.net/fr/tcgp/A2a/073,pokekalos
PKT-A2a-074,A2a,74,René,Barry,dresseur-supporter,diamant,,,,,,,,"Pendant ce tour, les attaques de vos Ronflex, Scarhino et Étouraptor coûtent 2 Énergies Incolore de moins.",,,,,,0,Hideki Ishikawa,https://assets.tcgdex.net/fr/tcgp/A2a/074,pokekalos
PKT-A2a-075,A2a,75,Adamantin,Adaman,dresseur-supporter,diamant,,,,,,,,"Pendant le prochain tour de votre adversaire, tous vos Pokémon Métal subissent − 20 dégâts provenant des attaques des Pokémon de votre adversaire.",,,,,,0,akagi,https://assets.tcgdex.net/fr/tcgp/A2a/075,pokekalos
PKT-A2a-076,A2a,76,Démolosse,Houndoom,pokemon,etoile,feu,100,,,Coinçage,feu|incolore,60,"Pendant le prochain tour de votre adversaire, le Pokémon Défenseur ne peut pas battre en retraite.",,,,,eau,2,matazo,https://assets.tcgdex.net/fr/tcgp/A2a/076,pokekalos
PKT-A2a-077,A2a,77,Marill,Marill,pokemon,etoile,eau,60,,,Pistolet à O,eau,20,,,,,,electrique,1,Taiga Kayama,https://assets.tcgdex.net/fr/tcgp/A2a/077,pokekalos
PKT-A2a-078,A2a,78,Zarbi,Unown,pokemon,etoile,psy,60,CHECK,"Une fois pendant votre tour, vous pouvez choisir l'un des joueurs. Regardez une carte du dessus du deck de ce joueur.",Puissance Cachée,incolore,20,,,,,,obscurite,1,IKEDA Saki,https://assets.tcgdex.net/fr/tcgp/A2a/078,pokekalos
PKT-A2a-079,A2a,79,Simularbre,Sudowoodo,pokemon,etoile,combat,80,,,Coup d’Boule Combatif,combat,20,"Si le Pokémon Actif de votre adversaire est un Pokémon- <em>ex</em> , cette attaque inflige 30 dégâts supplémentaires.",,,,,plante,2,Yuriko Akase,https://assets.tcgdex.net/fr/tcgp/A2a/079,pokekalos
PKT-A2a-080,A2a,80,Magnéti,Magnemite,pokemon,etoile,metal,60,,,Charge,metal,20,,,,,,feu,1,Yukihiro Tada,https://assets.tcgdex.net/fr/tcgp/A2a/080,pokekalos
PKT-A2a-081,A2a,81,Shaymin,Shaymin,pokemon,etoile,incolore,70,Soutien Céleste,"Tant que ce Pokémon est sur votre Banc, le Coût de Retraite de votre Pokémon de base Actif est diminué de 1.",Battement,incolore|incolore,30,,,,,,electrique,1,MINAMINAMI Take,https://assets.tcgdex.net/fr/tcgp/A2a/081,pokekalos
PKT-A2a-082,A2a,82,Phyllali-ex,Leafeon ex,pokemon,etoile,plante,140,Souffle Forestier,"Une fois pendant votre tour, si ce Pokémon est sur le Poste Actif, vous pouvez prendre une Énergie Plante de votre zone Énergie et l'attacher à l'un de vos Pokémon Plante.",Lance-Soleil,plante|incolore|incolore,70,,,,,,feu,1,PLANETA CG Works,https://assets.tcgdex.net/fr/tcgp/A2a/082,pokekalos
PKT-A2a-083,A2a,83,Givrali-ex,Glaceon ex,pokemon,etoile,eau,140,Terrain Enneigé,"Pendant le Contrôle Pokémon, si ce Pokémon est sur le Poste Actif, infligez 10 dégâts au Pokémon Actif de votre adversaire.",Vent Glaçant,eau|eau|incolore,90,,,,,,metal,1,PLANETA CG Works,https://assets.tcgdex.net/fr/tcgp/A2a/083,pokekalos
PKT-A2a-084,A2a,84,Carchacrok-ex,Garchomp ex,pokemon,etoile,combat,170,,,Attaque Linéaire,combat,,Cette attaque inflige 50 dégâts à l'un des Pokémon de votre adversaire.,Draco-Griffe,combat|combat|incolore,100,,plante,1,PLANETA CG Works,https://assets.tcgdex.net/fr/tcgp/A2a/084,pokekalos
PKT-A2a-085,A2a,85,Tarinorme-ex,Probopass ex,pokemon,etoile,metal,160,,,Unité Défensive,metal|metal|incolore,90,"Pendant le prochain tour de votre adversaire, ce Pokémon subit − 20 dégâts provenant des attaques.",,,,,feu,3,PLANETA Tsuji,https://assets.tcgdex.net/fr/tcgp/A2a/085,pokekalos
PKT-A2a-086,A2a,86,Arceus-ex,Arceus ex,pokemon,etoile,incolore,140,Éclat de Légende,Ce Pokémon ne peut être affecté par aucun État Spécial.,Pouvoir Ultime,incolore|incolore|incolore,70,Cette attaque inflige 20 dégâts supplémentaires pour chacun de vos Pokémon de Banc.,,,,,combat,2,PLANETA CG Works,https://assets.tcgdex.net/fr/tcgp/A2a/086,pokekalos
PKT-A2a-087,A2a,87,Nacchara,Irida,dresseur-supporter,etoile,,,,,,,,Soignez 40 dégâts de chacun de vos Pokémon auquel de l'Énergie Eau est attachée.,,,,,,0,Atsushi Furusawa,https://assets.tcgdex.net/fr/tcgp/A2a/087,pokekalos
PKT-A2a-088,A2a,88,Doyenne de Célestia,Celestic Town Elder,dresseur-supporter,etoile,,,,,,,,Ajoutez au hasard à votre main un Pokémon de base de votre pile de défausse.,,,,,,0,Yuu Nishida,https://assets.tcgdex.net/fr/tcgp/A2a/088,pokekalos
PKT-A2a-089,A2a,89,René,Barry,dresseur-supporter,etoile,,,,,,,,"Pendant ce tour, les attaques de vos Ronflex, Scarhino et Étouraptor coûtent 2 Énergies Incolore de moins.",,,,,,0,Hideki Ishikawa,https://assets.tcgdex.net/fr/tcgp/A2a/089,pokekalos
PKT-A2a-090,A2a,90,Adamantin,Adaman,dresseur-supporter,etoile,,,,,,,,"Pendant le prochain tour de votre adversaire, tous vos Pokémon Métal subissent − 20 dégâts provenant des attaques des Pokémon de votre adversaire.",,,,,,0,akagi,https://assets.tcgdex.net/fr/tcgp/A2a/090,pokekalos
PKT-A2a-091,A2a,91,Phyllali-ex,Leafeon ex,pokemon,etoile,plante,140,Souffle Forestier,"Une fois pendant votre tour, si ce Pokémon est sur le Poste Actif, vous pouvez prendre une Énergie Plante de votre zone Énergie et l'attacher à l'un de vos Pokémon Plante.",Lance-Soleil,plante|incolore|incolore,70,,,,,,feu,1,saino misaki,https://assets.tcgdex.net/fr/tcgp/A2a/091,pokekalos
PKT-A2a-092,A2a,92,Givrali-ex,Glaceon ex,pokemon,etoile,eau,140,Terrain Enneigé,"Pendant le Contrôle Pokémon, si ce Pokémon est sur le Poste Actif, infligez 10 dégâts au Pokémon Actif de votre adversaire.",Vent Glaçant,eau|eau|incolore,90,,,,,,metal,1,rika,https://assets.tcgdex.net/fr/tcgp/A2a/092,pokekalos
PKT-A2a-093,A2a,93,Carchacrok-ex,Garchomp ex,pokemon,etoile,combat,170,,,Attaque Linéaire,combat,,Cette attaque inflige 50 dégâts à l'un des Pokémon de votre adversaire.,Draco-Griffe,combat|combat|incolore,100,,plante,1,toriyufu,https://assets.tcgdex.net/fr/tcgp/A2a/093,pokekalos
PKT-A2a-094,A2a,94,Tarinorme-ex,Probopass ex,pokemon,etoile,metal,160,,,Unité Défensive,metal|metal|incolore,90,"Pendant le prochain tour de votre adversaire, ce Pokémon subit − 20 dégâts provenant des attaques.",,,,,feu,3,Masa,https://assets.tcgdex.net/fr/tcgp/A2a/094,pokekalos
PKT-A2a-095,A2a,95,Arceus-ex,Arceus ex,pokemon,etoile,incolore,140,Éclat de Légende,Ce Pokémon ne peut être affecté par aucun État Spécial.,Pouvoir Ultime,incolore|incolore|incolore,70,Cette attaque inflige 20 dégâts supplémentaires pour chacun de vos Pokémon de Banc.,,,,,combat,2,Takumi Wada,https://assets.tcgdex.net/fr/tcgp/A2a/095,pokekalos
PKT-A2a-096,A2a,96,Arceus-ex,Arceus ex,pokemon,couronne,incolore,140,Éclat de Légende,Ce Pokémon ne peut être affecté par aucun État Spécial.,Pouvoir Ultime,incolore|incolore|incolore,70,Cette attaque inflige 20 dégâts supplémentaires pour chacun de vos Pokémon de Banc.,,,,,combat,2,PLANETA CG Works,https://assets.tcgdex.net/fr/tcgp/A2a/096,pokekalos
PKT-A2b-001,A2b,1,Aspicot,Weedle,pokemon,diamant,plante,50,,,Multiplication,plante,,Placez une carte Aspicot au hasard de votre deck sur votre Banc.,,,,,feu,1,Akira Komayama,https://assets.tcgdex.net/fr/tcgp/A2b/001,pokekalos
PKT-A2b-002,A2b,2,Coconfort,Kakuna,pokemon,diamant,plante,80,,,Sécrétion,plante,20,"Lancez une pièce. Si c'est face, le Pokémon Actif de votre adversaire est maintenant Paralysé.",,,,,feu,2,Yuka Morii,https://assets.tcgdex.net/fr/tcgp/A2b/002,pokekalos
PKT-A2b-003,A2b,3,Dardargnan-ex,Beedrill ex,pokemon,diamant,plante,170,,,Lance Destructrice,plante|plante,80,Défaussez au hasard une Énergie du Pokémon Actif de votre adversaire.,,,,,feu,1,PLANETA Igarashi,https://assets.tcgdex.net/fr/tcgp/A2b/003,pokekalos
PKT-A2b-004,A2b,4,Scarabrute,Pinsir,pokemon,diamant,plante,90,,,Charge Guillotine,plante|incolore|incolore,50,Lancez une pièce jusqu'à ce que vous obteniez pile. Cette attaque inflige 40 dégâts supplémentaires pour chaque côté face.,,,,,feu,2,Satoshi Shirai,https://assets.tcgdex.net/fr/tcgp/A2b/004,pokekalos
PKT-A2b-005,A2b,5,Poussacha,Sprigatito,pokemon,diamant,plante,60,,,Appel au secours,plante,,Ajoutez au hasard un Pokémon Plante de votre deck à votre main.,,,,,feu,1,mashu,https://assets.tcgdex.net/fr/tcgp/A2b/005,pokekalos
PKT-A2b-006,A2b,6,Matourgeon,Floragato,pokemon,diamant,plante,90,,,Tranche,plante|plante,40,,,,,,feu,1,mashu,https://assets.tcgdex.net/fr/tcgp/A2b/006,pokekalos
PKT-A2b-007,A2b,7,Miascarade,Meowscarada,pokemon,diamant,plante,140,,,Griffes Combatives,plante|plante,60,"Si le Pokémon Actif de votre adversaire est un Pokémon- <em>ex</em> , cette attaque inflige 70 dégâts supplémentaires.",,,,,feu,1,mashu,https://assets.tcgdex.net/fr/tcgp/A2b/007,pokekalos
PKT-A2b-008,A2b,8,Salamèche,Charmander,pokemon,diamant,feu,60,,,Fournaise,feu,20,,,,,,eau,1,Megumi Mizutani,https://assets.tcgdex.net/fr/tcgp/A2b/008,pokekalos
PKT-A2b-009,A2b,9,Reptincel,Charmeleon,pokemon,diamant,feu,90,,,Fournaise,feu|feu,40,,,,,,eau,2,kodama,https://assets.tcgdex.net/fr/tcgp/A2b/009,pokekalos
PKT-A2b-010,A2b,10,Dracaufeu-ex,Charizard ex,pokemon,diamant,feu,180,,,Attisement,feu,,Prenez 3 Énergies Feu de votre zone Énergie et attachez-les à ce Pokémon.,Artillerie Vapeur,feu|feu|feu|incolore|incolore,150,,eau,3,PLANETA Igarashi,https://assets.tcgdex.net/fr/tcgp/A2b/010,pokekalos
PKT-A2b-011,A2b,11,Magmar,Magmar,pokemon,diamant,feu,70,,,Flamboiement,feu,20,,,,,,eau,1,Miki Tanaka,https://assets.tcgdex.net/fr/tcgp/A2b/011,pokekalos
PKT-A2b-012,A2b,12,Maganon,Magmortar,pokemon,diamant,feu,120,,,Bombe Fumante,feu|feu|incolore,70,"Pendant le prochain tour de votre adversaire, si le Pokémon Défenseur essaie d'utiliser une attaque, votre adversaire lance une pièce. Si c'est pile, l'attaque n'est pas lancée.",,,,,eau,3,Miki Tanaka,https://assets.tcgdex.net/fr/tcgp/A2b/012,pokekalos
PKT-A2b-013,A2b,13,Tauros de Paldea,Paldean Tauros,pokemon,diamant,feu,110,,,Charge Flamboyante,feu|incolore|incolore,80,Ce Pokémon s'inflige aussi 10 dégâts.,,,,,eau,2,Minahamu,https://assets.tcgdex.net/fr/tcgp/A2b/013,pokekalos
PKT-A2b-014,A2b,14,Tentacool,Tentacool,pokemon,diamant,eau,70,,,Pluie Éclaboussante,eau,10,,,,,,electrique,1,Shibuzoh.,https://assets.tcgdex.net/fr/tcgp/A2b/014,pokekalos
PKT-A2b-015,A2b,15,Tentacruel,Tentacruel,pokemon,diamant,eau,100,,,Grosse Vague,eau,40,,,,,,electrique,1,match,https://assets.tcgdex.net/fr/tcgp/A2b/015,pokekalos
PKT-A2b-016,A2b,16,Mustébouée,Buizel,pokemon,diamant,eau,70,,,Pistolet à O,eau,10,,,,,,electrique,1,sui,https://assets.tcgdex.net/fr/tcgp/A2b/016,pokekalos
PKT-A2b-017,A2b,17,Mustéflott,Floatzel,pokemon,diamant,eau,90,,,Flèche d'Eau,eau,,Cette attaque inflige 30 dégâts à l'un des Pokémon de votre adversaire.,,,,,electrique,1,Kouki Saitou,https://assets.tcgdex.net/fr/tcgp/A2b/017,pokekalos
PKT-A2b-018,A2b,18,Taupikeau,Wiglett,pokemon,diamant,eau,60,,,Surgir,eau,,Un des Pokémon de votre adversaire est choisi au hasard. Il subit 30 dégâts.,,,,,electrique,1,miki kudo,https://assets.tcgdex.net/fr/tcgp/A2b/018,pokekalos
PKT-A2b-019,A2b,19,Triopikeau-ex,Wugtrio ex,pokemon,diamant,eau,140,,,Tape en Trois Temps,eau|eau|eau,,"Un des Pokémon de votre adversaire est choisi au hasard 3 fois. Pour chaque fois où un Pokémon est choisi, il subit 50 dégâts.",,,,,electrique,1,PLANETA Tsuji,https://assets.tcgdex.net/fr/tcgp/A2b/019,pokekalos
